SOLD DATE,ADDRESS,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE
July-30-2020,7400 N Lancaster Ave,97217,510000,3,2.5,ARBOR LODGE,1507,2613,2020,21,338,0,45.5765236,-122.6883008
April-23-2020,2335 NE 53rd Ave,97213,430000,2,1,ROSE CITY,1508,4791,1923,119,285,0,45.5395795,-122.6091446
July-9-2020,808 NE 73rd Ave,97213,415000,3,1,MONTAVILLA,1512,4791,1952,42,274,0,45.528359,-122.5875649
March-13-2020,4821 SE Grant St,97215,449900,2,1,PORTLAND SOUTHEAST,1512,6534,1922,160,298,0,45.5075751,-122.6127476
August-13-2020,6813 N Seneca St,97203,385000,3,2.5,ST JOHNS,1513,2613,2006,7,254,0,45.5918744,-122.7336171
February-28-2020,9530 N Exeter Ave,97203,440000,3,2.5,ST JOHNS,1516,2613,2012,174,290,0,45.5918261,-122.7217836
May-13-2020,5316 NE 60th Ave,97218,335000,1,1,PORTLAND NORTHEAST,1516,8712,1928,99,221,0,45.561938,-122.6005383
March-31-2020,6245 SE Cooper St,97206,407000,3,2.5,BRENTWOOD,1517,2613,2019,142,268,0,45.4736427,-122.5990071
March-27-2020,6263 SE Cooper St,97206,400000,3,2.5,BRENTWOOD,1517,2613,2019,146,264,0,45.4736139,-122.5988275
July-31-2020,6718 SE Henry St,97206,460000,3,2.5,WOODSTOCK,1518,3484,2002,20,303,0,45.4766174,-122.5940208
February-28-2020,6444 NE Going St,97218,415000,3,2,PORTLAND NORTHEAST,1518,6969,1963,174,273,0,45.5565839,-122.5964541
June-15-2020,4205 SE Knight St,97206,425000,2,1,WOODSTOCK,1520,4791,1953,66,280,0,45.4800974,-122.6192956
June-9-2020,320 NE 75th Ave,97213,440000,3,1,MT TABOR,1522,4791,1913,72,289,0,45.5250275,-122.5855537
April-24-2020,6514 NE 26th Ave,97211,355000,2,1,CONCORDIA,1522,4791,1923,118,233,0,45.5700935,-122.6389267
April-23-2020,10126 N Calhoun Ave,97203,369900,3,1,ST JOHNS,1523,4791,1921,119,243,0,45.5966464,-122.7379577
July-16-2020,2305 N Dekum St,97217,507500,3,1.5,ARBOR LODGE,1524,5662,1927,35,333,0,45.5719048,-122.6906852
June-26-2020,9101 N Drummond Ave,97217,370000,3,2.5,KENTON,1524,2613,2004,55,243,0,45.5886797,-122.6997175
August-17-2020,10224 N Allegheny Ave,97203,375000,3,1,PORTLAND NORTH,1525,4791,1911,3,246,0,45.598667,-122.7422108
July-7-2020,6092 SE Woodstock Blvd,97206,469900,3,3.5,MT SCOTT,1526,1526,1952,44,308,26,45.4789447,-122.6008106
May-27-2020,911 SE 90th Ave,97216,385000,3,2.5,PORTLAND SOUTHEAST,1529,1742,2007,85,252,0,45.5164172,-122.5715923
February-27-2020,9629 N Berkeley Ave,97203,403500,3,2.5,PORTSMOUTH,1531,2613,2020,175,264,0,45.592474,-122.725613
June-10-2020,4820 SE Kelly St,97206,580000,3,2,RICHMOND,1531,1531,1909,71,379,0,45.4994379,-122.6131852
July-6-2020,9102 N Richmond Ave,97203,415000,3,2.5,ST JOHNS,1532,2613,2004,45,271,0,45.5928955,-122.748377
March-5-2020,6505 N Knowles Ave,97217,442500,2,1,ARBOR LODGE,1532,5662,1943,168,289,0,45.5702621,-122.699588
July-8-2020,6625 N Fenwick Ave,97217,550000,3,2,ARBOR LODGE,1532,4791,1926,43,359,0,45.5711926,-122.685562
February-28-2020,1334 NE Prescott St,97211,535000,2,2,PORTLAND NORTHEAST,1532,4791,1926,174,349,0,45.5552777,-122.651961
March-30-2020,2109 SE 118th Ave,97216,311000,3,1,PORTLAND SOUTHEAST,1533,6534,1952,143,203,0,45.507681,-122.5421101
April-13-2020,2142 SE 118th Ave,97216,373500,4,2,PORTLAND SOUTHEAST,1535,6534,1952,129,243,0,45.5071691,-122.5415276
May-15-2020,6311 N Vancouver Ave,97217,450000,2,1,PIEDMONT,1535,5227,1925,97,293,0,45.5680081,-122.66919
April-30-2020,1117 SE Umatilla St,97202,494000,3,2,SELLWOOD,1535,4791,1893,112,322,0,45.4630336,-122.6545486
March-19-2020,8034 SE 42nd Ave,97206,479900,4,2,WOODSTOCK,1536,3484,1940,154,312,0,45.4652483,-122.6191465
June-8-2020,9434 N Haven Ave,97203,362000,4,2.5,PORTLAND NORTH,1540,2613,2006,73,235,101,45.5908147,-122.7176571
July-23-2020,6617 SE 69th Ave,97206,410000,4,2.5,BENTWOOD DARLINGTON,1540,4356,2006,28,266,0,45.4747194,-122.5925131
June-2-2020,3218 S Water Ave,97239,408700,4,1,RALEIGH HILLS,1542,3484,1910,79,265,0,45.4997787,-122.676592
July-15-2020,3330 NE 75th Ave,97213,495000,3,2.5,ROSEWAY,1543,2613,2016,36,321,0,45.5469087,-122.5856971
July-2-2020,3712 SE 67th Ave Unit A,97206,499900,3,2.5,FOSTER,1544,1544,2020,49,324,50,45.495479,-122.593968
May-15-2020,7735 SE 66th Pl,97206,365000,3,2,BRENTWOOD,1544,4791,1947,97,236,0,45.4676155,-122.5950986
March-26-2020,9415 N Willamette Blvd,97203,466000,2,1,CATHEDRAL PARK,1546,7405,1947,147,301,0,45.5935583,-122.7615239
June-15-2020,4325 N Mississippi Ave,97217,550000,3,1,MISSISSIPI,1546,4791,1920,66,356,0,45.555191,-122.67582
July-24-2020,6845 SE Knight St,97206,405000,3,2.5,MT SCOTT,1546,4791,1997,27,262,0,45.480307,-122.592219
June-24-2020,7524 SE 20th Ave,97202,560000,3,2,WESTMORELAND,1547,4791,1924,57,362,0,45.4706453,-122.6441432
July-27-2020,6111 NE 49th Ave,97218,510000,4,2.5,CULLY,1547,4791,2000,24,330,0,45.5671502,-122.6125263
June-18-2020,4145 SE Reedway St,97202,560000,3,2,WOODSTOCK,1548,6969,1983,63,362,0,45.4815556,-122.6195166
March-9-2020,8135 N Druid Ave,97203,437500,4,2,PORTLAND NORTH,1549,4791,1982,164,282,0,45.583387,-122.7177105
March-20-2020,8835 N Bayard Ave,97217,390000,3,2.5,KENTON,1549,2613,2005,153,252,0,45.5867772,-122.7007394
July-28-2020,8315 SE 64th Ave Unit A,97206,395000,2,1.5,BRENTWOOD,1549,1549,2019,23,255,66,45.463466,-122.597882
June-18-2020,3305 N Arlington Pl,97217,451000,3,2.5,KENTON,1550,4356,2002,63,291,0,45.5834729,-122.7009025
April-6-2020,8875 N Wilbur Ave,97217,390000,4,2.5,PORTLAND NORTH,1550,2613,2001,136,252,0,45.587161,-122.69446
April-17-2020,5536 N Campbell Ave,97217,287197,3,1,PORTLAND NORTH,1550,3920,1910,125,185,0,45.5632605,-122.6861769
February-26-2020,1184 SE 86th Ave,97216,386000,3,2.5,PORTLAND SOUTHEAST,1552,2613,2010,176,249,0,45.514289,-122.574802
August-17-2020,914 NE Portland Boulevard Ct,97211,570000,3,2,PORTLAND NORTHEAST,1552,3920,1926,3,367,0,45.5694341,-122.6557547
April-2-2020,2817 NE Weidler St,97232,595000,6,3,PORTLAND NORTHEAST,1553,4791,1923,140,383,0,45.5346378,-122.6362755
June-12-2020,3810 NE 64th Ave,97213,453000,2,1,ROSEWAY,1554,4791,1926,69,292,0,45.5505143,-122.5970539
July-24-2020,4515 NE 19th Ave,97211,650000,4,2.5,ALBERTA,1554,3049,2008,27,418,0,45.5557042,-122.646104
July-24-2020,5608 SE Liebe St,97206,462500,4,2.5,WOODSTOCK,1556,4356,2005,27,297,0,45.4871131,-122.6056073
August-10-2020,4429 NE 78th Ave,97218,422400,2,1,PORTLAND NORTHEAST,1556,4791,1940,10,271,0,45.5549999,-122.5830181
May-5-2020,811 N Watts St,97217,383000,2,1,PIEDMONT,1558,4791,1939,107,246,0,45.5815188,-122.674662
July-9-2020,7716 N Mckenna Ave,97203,430000,2,1,PORTLAND NORTH,1560,4791,1941,42,276,0,45.5849176,-122.7272684
April-28-2020,1325 NE 79th Ave,97213,268000,2,1,PORTLAND NORTHEAST,1560,4791,1926,114,172,0,45.5325509,-122.5821595
August-18-2020,603 NE 61st Ave,97213,351600,3,1,PORTLAND NORTHEAST,1560,3484,1908,2,225,0,45.527324,-122.6014699
August-3-2020,7009 NE Stanton St,97213,510000,4,2,ROSEWAY,1560,3920,1927,17,327,0,45.5438023,-122.5897982
May-29-2020,1550 N Webster St,97217,525000,4,2,PORTLAND NORTH,1560,4791,1952,83,337,0,45.5596486,-122.6834583
July-31-2020,3505 SE 16th Ave,97202,550000,3,2,BROOKLYN,1560,4791,1922,20,353,0,45.4973151,-122.6495476
May-18-2020,5636 SE Flavel St,97206,371000,3,1,BRENTWOOD,1560,4791,1925,94,238,0,45.4684595,-122.6050025
June-24-2020,4216 NE 22nd Ave,97211,550000,3,2,PORTLAND NORTHEAST,1560,4791,1950,57,353,0,45.5539211,-122.6426838
June-18-2020,952 NE Winona St,97211,447500,4,2,WOODLAWN,1560,4791,1973,63,287,0,45.5711603,-122.6543473
June-8-2020,5205 NE 32nd Ave,97211,530900,3,2,ALBERTA,1560,3920,1907,73,340,0,45.5604454,-122.6330944
March-16-2020,2732 NE Wasco St,97232,525000,3,1.5,PORTLAND NORTHEAST,1564,3484,1989,157,336,0,45.5319303,-122.6374153
June-18-2020,3442 NE 67th Ave,97213,434000,2,1,ROSEWAY,1568,4791,1926,63,277,0,45.5480576,-122.5940356
June-29-2020,5511 SE 57th Ave,97206,340000,4,2,PORTLAND SOUTHEAST,1568,4356,1961,52,217,0,45.4828461,-122.6049601
June-10-2020,9133 NE 16th Ct,97211,389900,3,2,BLUE HERON MEADOWS,1568,6098,1999,71,249,0,45.5916682,-122.6488975
July-22-2020,9437 NE Blue Heron Ct,97211,385000,3,2,BLUE HERON MEADOWS,1568,8276,2000,29,246,0,45.5916053,-122.6449822
June-16-2020,5331 NE Church St,97218,409000,3,2.5,PORTLAND NORTHEAST,1568,7840,1976,65,261,0,45.5636651,-122.6079951
February-28-2020,6722 NE Alberta St,97218,460000,3,2,PORTLAND NORTHEAST,1568,9147,1945,174,293,0,45.5588656,-122.59356
May-4-2020,107 NE 79th Ave,97213,475000,3,2,MONTAVILLA,1569,3920,1890,108,303,0,45.5235205,-122.5826533
May-8-2020,5145 NE Jarrett St,97218,342000,3,2,CULLY,1569,7840,1970,104,218,0,45.5644177,-122.6092419
February-24-2020,9327 N Richmond Ave,97203,438500,3,2.5,ST JOHNS,1570,2613,2019,178,279,0,45.5947021,-122.7480777
June-1-2020,4424 N Willis Blvd,97203,530000,3,2,PORTSMOUTH,1570,5227,1932,80,338,0,45.5838252,-122.7130127
July-17-2020,8111 N Washburne Ave,97217,431000,3,1,KENTON,1570,2613,1942,34,275,0,45.5821195,-122.7056321
March-11-2020,7624 N Williams Ave,97217,470000,2,1,PIEDMONT,1572,4791,1942,162,299,0,45.5783562,-122.6665566
March-19-2020,5324 NE Webster Ct,97218,538500,3,2,CULLY,1575,7405,1973,154,342,0,45.5596193,-122.6085612
July-6-2020,9333 SE Madison St,97216,394500,4,2,PORTLAND SOUTHEAST,1576,6098,2003,45,250,0,45.5131949,-122.5667672
August-10-2020,3939 SE 36th Ave,97202,545000,3,2.5,CRESTON,1576,2613,2017,10,346,0,45.4944452,-122.626959
May-15-2020,7190 SE 50th Ave,97206,581406,3,2.5,BRENTWOOD,1577,1577,2020,97,369,0,45.4712582,-122.6117802
March-16-2020,4345 NE 36th Ave,97211,460000,2,1,WILSHIRE PARK,1577,4791,1941,157,292,0,45.5544004,-122.6268431
July-31-2020,3404 NE 75th Ave,97213,355000,2,1,ROSEWAY,1584,4791,1910,20,224,0,45.5473467,-122.5856509
June-29-2020,1016 N Simpson St,97217,426500,4,2,PORTLAND NORTH,1584,2613,1921,52,269,0,45.565395,-122.6773406
March-19-2020,1534 SE Claybourne St,97202,560000,3,2,SELLWOOD,1584,2613,1926,154,354,0,45.4749659,-122.650229
April-10-2020,6211 SE 44th Ave,97206,530000,4,2,WOODSTOCK,1584,4791,1931,132,335,0,45.4774522,-122.6177497
July-23-2020,4326 NE 69th Ave,97218,467000,3,2,PORTLAND NORTHEAST,1584,4791,1924,28,295,0,45.5543118,-122.5919887
April-29-2020,1430 NE Euclid Ave,97213,463000,2,1,PORTLAND NORTHEAST,1586,6534,1925,113,292,0,45.5332862,-122.6139174
April-13-2020,3133 NE Cesar E Chavez Blvd,97212,635000,2,2,ALAMEDA,1586,3049,1925,129,400,0,45.5459777,-122.6230942
August-11-2020,8114 NE Failing St,97213,397000,3,2.5,PORTLAND NORTHEAST,1587,1587,2020,9,250,0,45.550846,-122.5792599
June-23-2020,3018 N Trenton St,97217,370000,3,1,KENTON,1588,5662,1911,58,233,0,45.5884228,-122.6976639
April-16-2020,4327 NE Cleveland Ave,97211,411000,2,1,HUMBOLDT,1588,3484,1907,126,259,0,45.5550209,-122.6659493
April-3-2020,5425 NE Webster St,97218,481000,2,2,CULLY,1588,6969,1975,139,303,0,45.5599763,-122.6073165
June-1-2020,1737 SE Miller St,97202,385000,2,1,SELLWOOD,1590,5227,1924,80,242,0,45.4666161,-122.6461838
August-14-2020,5608 N Columbia Blvd,97203,401000,3,2,PORTLAND NORTH,1592,4356,1950,6,252,0,45.5941445,-122.7243725
April-28-2020,3635 NE 45th Ave,97213,569000,3,2,BEAUMONT,1592,4791,1925,114,357,0,45.5496814,-122.6173959
May-22-2020,4536 SE Boise St,97206,460000,2,1,CRESTON,1592,4791,1889,90,289,0,45.4925545,-122.6150661
August-17-2020,6417 N Vancouver Ave,97217,464200,2,1,PORTLAND NORTH,1592,4791,1940,3,292,0,45.5693022,-122.6691637
August-14-2020,7665 N Mississippi Ave,97217,442500,2,2,LOWER PIEDMONT,1592,4791,1942,6,278,0,45.5788992,-122.6765752
April-8-2020,1204 SE 34th Ave,97214,551000,2,1,SUNNYSIDE,1592,3049,1892,134,346,0,45.5141917,-122.6292944
August-5-2020,6650 SE 67th Ave,97206,420000,3,2.5,PORTLAND SOUTHEAST,1593,1593,2020,15,264,0,45.4742603,-122.5939154
July-24-2020,6670 SE 67th Ave,97206,415000,3,2.5,WOODSTOCK,1593,1593,2020,27,261,0,45.4741918,-122.5939154
July-17-2020,7003 N Columbia Way,97203,400000,2,1,PORTLAND NORTH,1596,4791,1926,34,251,0,45.5921047,-122.7364564
July-16-2020,6722 SE Boise St,97206,480000,3,1.5,FOSTER,1596,3920,1907,35,301,0,45.4922641,-122.5936364
June-30-2020,4759 N Amherst St,97203,430800,4,2,PORTLAND NORTH,1597,5662,1944,51,270,0,45.5758547,-122.7204003
March-10-2020,9738 N Syracuse St,97203,435000,3,1,PORTLAND NORTH,1597,4791,1905,163,272,0,45.5960344,-122.7634301
May-15-2020,7180 SE 50th Ave,97206,587314,3,2.5,BRENTWOOD,1598,1598,2020,97,368,0,45.4713281,-122.6117805
June-1-2020,1215 NE 80th Ave,97213,401000,3,2,MONTAVILLA,1600,4791,1944,80,251,0,45.531867,-122.5812143
May-1-2020,225 SE 74th Ave,97215,430000,3,2,MT TABOR,1600,4791,1965,111,269,0,45.5207592,-122.5870535
July-17-2020,7304 SE 78th Ave,97206,370000,3,1,BRENTWOOD,1600,4791,1949,34,231,0,45.4704554,-122.5827465
July-16-2020,6127 NE Milton St,97213,375000,2,1,ROSE CITY,1604,4791,1924,35,234,0,45.5490809,-122.6002523
June-30-2020,2525 SE 26th Ave,97202,512500,2,1,CLINTON,1604,3920,1924,51,320,0,45.5043872,-122.6399047
March-27-2020,1010 SE Umatilla St,97202,568500,3,2.5,SELLWOOD,1607,2613,2008,146,354,0,45.462738,-122.6557274
July-21-2020,1544 NE 49th Ave,97213,600000,3,2,ROSE CITY,1608,4791,1921,30,373,0,45.5344382,-122.6126281
May-29-2020,6534 SE 22nd Ave,97202,455000,3,1,WESTMORELAND,1608,4791,1928,83,283,0,45.4760286,-122.64281
April-10-2020,5724 NE Hancock St,97213,608000,3,2.5,ROSE CITY,1609,2613,2018,132,378,0,45.5364581,-122.6042327
March-10-2020,6940 N Montana Ave,97217,499000,2,1,PORTLAND NORTH,1612,7405,1926,163,310,0,45.573291,-122.679459
July-17-2020,4031 SE Crystal Springs Blvd,97202,322000,2,2,BERKELEY,1612,4791,1951,34,200,0,45.4651933,-122.6211458
May-8-2020,1442 SE Palm St,97214,528500,2,1,LADDS ADDITION,1612,3049,1925,104,328,0,45.5105325,-122.6504726
June-12-2020,8122 SE 74th Ave,97206,435000,4,2,PORTLAND SOUTHEAST,1613,8276,1950,69,270,0,45.4645729,-122.5871943
May-21-2020,735 NE Beech St,97212,517400,2,1,SABIN,1615,4791,1955,91,320,0,45.5496085,-122.6579442
July-31-2020,6217 SE 43rd Ave,97206,539000,3,2,WOODSTOCK,1618,3920,1927,20,333,0,45.4773666,-122.6187547
February-26-2020,5414 NE 28th Ave,97211,505000,2,1,ALBERTA,1618,3920,1922,176,312,0,45.5622421,-122.6366021
April-20-2020,11834 SE Pine St,97216,405000,3,2,PORTLAND SOUTHEAST,1620,4791,1938,122,250,0,45.5201969,-122.5409675
August-6-2020,133 SE 27th Ave,97214,505000,3,1,BUCKMAN,1620,4791,1928,14,312,0,45.5216113,-122.6385857
July-31-2020,5129 NE 25th Ave,97211,535000,2,1,ALBERTA,1620,3920,1914,20,330,0,45.5600795,-122.6401458
August-10-2020,7913 N Dwight Ave,97203,477000,3,1,PORTLAND NORTH,1628,5227,1928,10,293,0,45.5810947,-122.7148181
August-7-2020,4525 NE Halsey St,97213,397552,2,1,HOLLYWOOD,1630,4791,1924,13,244,0,45.5339366,-122.61638
March-26-2020,2105 SE 89th Ave,97216,385200,2,1,MONTAVILLA,1632,8276,1929,147,236,0,45.5074395,-122.5725758
June-23-2020,7505 SE 22nd Ave,97202,750000,3,2,PORTLAND SOUTHEAST,1632,4791,1925,58,460,0,45.4710179,-122.6426914
February-28-2020,3036 SE Cesar E Chavez Blvd,97202,400000,3,1,RICHMOND,1633,3049,1910,174,245,0,45.5006701,-122.622393
April-2-2020,9133 N Allegheny St,97203,454900,3,2.5,ST JOHNS,1635,1635,2019,140,278,0,45.5927269,-122.7458612
July-21-2020,1714 NE 60th Ave,97213,460800,2,2,ROSE CITY,1636,4791,1925,30,282,0,45.5352243,-122.6013043
July-30-2020,7125 SE Lafayette St,97206,369500,4,2.5,MARSHALL,1638,3049,2006,21,226,0,45.4965267,-122.5896753
June-10-2020,241 SE 55th Ave,97215,668000,3,2.5,MT TABOR,1638,6969,1997,71,408,0,45.5206702,-122.6077615
August-3-2020,3931 NE 42nd Ave,97213,485000,2,1,BEAUMONT,1638,6098,1923,17,296,0,45.5507958,-122.6206794
May-19-2020,6845 N Concord Ave,97217,494500,3,2,ARBOR LODGE,1638,4791,1949,93,302,0,45.5723824,-122.6845143
June-12-2020,8269 N Chautauqua Blvd,97217,345000,4,2,PORTSMOUTH,1638,5662,1941,69,211,0,45.5832179,-122.7082693
March-31-2020,2318 SE 72nd Ave,97215,456000,3,1,MT TABOR,1640,8712,1925,142,278,0,45.5059431,-122.5885692
August-7-2020,5922 SE Francis St,97206,441000,3,2,FOSTER,1640,3920,1910,13,269,0,45.4944191,-122.6021437
August-3-2020,1626 N Humboldt St,97217,525000,2,1,OVERLOOK,1640,5227,1924,17,320,0,45.5582097,-122.684097
June-29-2020,4137 SE 37th Ave,97202,517000,4,2,CRESTON,1642,3484,1913,52,315,0,45.4926955,-122.6248586
March-18-2020,229 N Baldwin St,97217,480000,3,2,PIEDMONT,1644,4791,1937,155,292,0,45.5788115,-122.6689871
April-20-2020,3732 NE 67th Ave,97213,318000,2,1,ROSEWAY,1646,4791,1927,122,193,0,45.5501757,-122.5939986
June-8-2020,6026 NE Multnomah St,97213,473000,4,2,PORTLAND NORTHEAST,1649,4791,1944,73,287,0,45.5314424,-122.6015671
April-30-2020,1424 NE 59th Ave,97213,449900,3,2,ROSE CITY,1650,4356,1940,112,273,0,45.5332873,-122.6028647
April-24-2020,3625 NE Killingsworth St,97211,400000,3,1,PORTLAND NORTHEAST,1652,4791,1927,118,242,0,45.5629423,-122.6259355
March-2-2020,6924 SE 66th Ave,97206,391000,2,2,PORTLAND SOUTHEAST,1654,1654,1923,171,236,0,45.4724672,-122.5949379
July-20-2020,8816 N Burrage Ave,97217,470000,3,2.5,KENTON,1656,2613,2017,31,284,0,45.5863221,-122.6948777
May-15-2020,2302 SE 37th Ave,97214,495000,3,1,PORTLAND SOUTHEAST,1656,2613,1908,97,299,0,45.5060536,-122.6254614
August-12-2020,6144 SE Duke St,97206,401000,3,2.5,PORTLAND SOUTHEAST,1656,2613,2014,8,242,0,45.4754241,-122.6000642
March-18-2020,8949 N Mckenna Ave,97203,400000,3,1,PORTSMOUTH,1657,4356,1912,155,241,0,45.5872881,-122.7266178
August-17-2020,3524 NE 79th Ave,97213,435000,3,1,ROSEWAY,1657,4791,1927,3,263,0,45.5485708,-122.5815302
April-8-2020,4825 SE Caruthers St,97215,471250,3,1,PORTLAND SOUTHEAST,1659,3920,1922,134,284,0,45.5061728,-122.6126703
June-4-2020,1744 NE Morgan St,97211,335000,2,1,WOODLAWN,1660,6534,1951,77,202,0,45.573909,-122.6474357
June-18-2020,5716 NE 22nd Ave,97211,615000,3,2.5,CONCORDIA,1661,1661,2020,63,370,0,45.5640357,-122.6431769
April-10-2020,5712 NE 22nd Ave,97211,624900,3,2.5,CONCORDIA,1661,2500,2020,132,376,0,45.563999,-122.6432517
March-3-2020,4323 SE Morrison St,97215,480000,2,2,BELMONT,1662,4356,1930,170,289,0,45.5174375,-122.6172256
July-24-2020,7083 N Burrage Ave,97217,570000,2,2,ARBOR LODGE,1662,4791,1927,27,343,0,45.5747936,-122.6947315
June-12-2020,8413 N Druid Ave,97203,431000,2,1,PORTSMOUTH,1663,4791,1902,69,259,0,45.5843935,-122.7176531
May-1-2020,1011 NE 73rd Ave,97213,459900,3,2.5,MONTAVILLA,1663,1663,2020,111,277,0,45.530021,-122.5880584
March-19-2020,3813 SE Raymond St,97202,488315,3,2.5,REEDWOOD,1663,5662,1999,154,294,0,45.4868927,-122.6232347
July-23-2020,305 N Morgan St,97217,472000,3,1.5,PIEDMONT,1664,4791,1929,28,284,0,45.574573,-122.6693738
April-30-2020,7731 SE Tolman St,97206,395000,3,1,MT SCOTT,1664,4791,1912,112,237,0,45.4777595,-122.5833852
May-13-2020,6323 NE Prescott St,97218,410000,3,2.5,PORTLAND NORTHEAST,1664,7405,2004,99,246,0,45.5560592,-122.5978385
June-24-2020,4215 NE 57th Ave,97218,442000,3,1,PORTLAND NORTHEAST,1664,7405,1947,57,266,0,45.5534415,-122.604644
May-11-2020,5225 SW Richardson Dr,97239,510000,3,2,HILLSDALE,1665,6969,1954,101,306,0,45.4849029,-122.7033701
March-27-2020,6644 NE 26th Ave,97211,530000,3,2,CONCORDIA,1665,4791,1947,146,318,0,45.5712033,-122.6389292
August-5-2020,7916 N Fessenden St,97203,345000,3,1,PORTLAND NORTH,1667,4356,1924,15,207,0,45.595472,-122.7445584
April-30-2020,1118 NE Killingsworth St,97211,400000,3,1,PORTLAND NORTHEAST,1668,4791,1925,112,240,0,45.5625671,-122.6536942
April-30-2020,6036 N Oberlin St,97203,476000,3,2,PORTLAND NORTH,1670,4791,1944,112,285,0,45.5828796,-122.7305683
March-10-2020,8675 N Burrage Ave,97217,465000,3,2.5,KENTON,1670,1670,2019,163,278,0,45.5853507,-122.6953005
July-10-2020,7216 SE 19th Ave,97202,586000,2,1.5,WESTMORELAND,1670,4791,1925,41,351,0,45.472532,-122.6452687
July-22-2020,6096 SE Woodstock Blvd,97206,459900,3,3.5,MT SCOTT,1670,1670,2020,29,275,26,45.4789486,-122.6008411
July-27-2020,8891 N Drummond Ave,97217,515000,3,2.5,KENTON,1671,2613,2017,24,308,0,45.5870004,-122.699768
July-24-2020,4210 NE 76th Ave,97218,479950,3,2.5,ROSEWAY,1672,2613,2020,27,287,0,45.5533158,-122.5844376
July-16-2020,2614 SW Fairmount Blvd,97239,686500,3,2.5,RALEIGH HILLS,1674,21344,1988,35,410,0,45.499977,-122.705426
June-15-2020,514 N Stafford St,97217,560000,4,2,PIEDMONT,1676,4791,1938,66,334,0,45.5763186,-122.671116
August-7-2020,3555 SE Harold Ct,97202,540000,2,2,REED,1678,7405,1950,13,322,0,45.4834068,-122.6265592
May-19-2020,3314 NE 15th Ave,97212,525000,3,2,PORTLAND NORTHEAST,1680,4791,1923,93,313,0,45.5469964,-122.6500551
April-27-2020,2758 NE Rodney Ave,97212,515000,3,3,BOISE,1680,1680,2013,115,307,0,45.5426672,-122.6638554
May-25-2020,6324 N Atlantic Ave,97217,596500,4,2,PORTLAND NORTH,1682,7405,1907,87,355,0,45.5686085,-122.69631
March-17-2020,3245 NE 57th Ave,97213,450000,2,1,BEAUMONT,1684,4791,1921,156,267,0,45.5467475,-122.6048507
August-12-2020,7745 SE 64th Ave,97206,443000,3,2,BRENTWOOD,1684,20473,1940,8,263,0,45.4673473,-122.5985043
March-20-2020,418 N Holland St,97217,447000,2,1.5,PIEDMONT,1686,4791,1938,153,265,0,45.5756158,-122.6703565
June-30-2020,4109 SE 63rd Ave,97206,505000,3,2,FOSTER,1687,3920,1906,51,299,0,45.4928627,-122.5986661
June-30-2020,1115 NE Jarrett St,97211,580000,3,2.5,VERNON,1687,2613,2016,51,344,0,45.5647186,-122.6536929
June-26-2020,7041 N Greenwich Ave,97217,499000,3,2.5,PORTLAND NORTH,1689,2613,2014,55,295,0,45.5741742,-122.6835464
June-25-2020,2806 SE 21st Ave,97202,608000,3,2,HOSFORD ABERNETHY,1689,2613,1908,56,360,0,45.5025095,-122.6443894
July-7-2020,45 NE Buffalo St,97211,452000,2,1,PIEDMONT,1690,4791,1941,44,267,0,45.5752717,-122.6658139
March-6-2020,7051 N Congress Ave,97217,440000,2,1,PIEDMONT,1691,4356,1937,167,260,0,45.5741516,-122.6720999
March-11-2020,5905 SE 62nd Ave,97206,415000,2,1,MT SCOTT,1691,7405,1923,162,245,0,45.479822,-122.599919
March-5-2020,3529 N Missouri Ave,97227,414000,2,1,PORTLAND NORTH,1694,2178,1886,168,244,0,45.5483051,-122.6779182
March-6-2020,4183 SE 62nd Ave,97206,514250,3,2.5,PORTLAND SOUTHEAST,1694,1694,2020,167,304,0,45.4921483,-122.5996515
April-24-2020,5111 N Bowdoin St,97203,385000,2,1,PORTLAND NORTH,1696,3484,1925,118,227,0,45.5808221,-122.721435
July-27-2020,6133 NE 13th Ave,97211,385000,2,1,PORTLAND NORTHEAST,1696,4791,1923,24,227,0,45.5675182,-122.6522339
March-2-2020,7916 N Seward Ave,97217,457000,3,3,KENTON,1698,4356,1928,171,269,0,45.580853,-122.7032945
May-19-2020,31 SE 89th Ave,97216,415000,4,2,MONTAVILLA,1700,4791,1969,93,244,0,45.5221872,-122.5721701
May-15-2020,5814 SE Francis St,97206,488500,2,1,FOSTER,1701,3920,1902,97,287,0,45.4944113,-122.6031954
July-15-2020,6622 SE Rhone St,97206,498000,3,2.5,PORTLAND SOUTHEAST,1702,3049,2009,36,293,0,45.4955428,-122.5946804
August-7-2020,8303 N Chautauqua Blvd,97217,499900,3,2.5,PORTLAND NORTH,1703,5662,2020,13,294,0,45.583387,-122.708353
July-31-2020,8295 N Chautauqua Blvd,97217,505000,3,2.5,PORTSMOUTH,1703,5662,2020,20,297,0,45.5833771,-122.7083019
April-16-2020,6156 NE Failing St,97213,458000,4,2,CULLY,1704,8276,1923,126,269,0,45.5509071,-122.5996826
April-24-2020,6304 SE Windsor Ct,97206,405000,4,2,PORTLAND SOUTHEAST,1704,1704,1947,118,238,0,45.504504,-122.5983383
